Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Terminator 3: Rise of the Machines,XB,2003.0,Action,Atari,0.11,0.03,0.0,0.01,0.14,0.35,24.0,0.2,10.0,Black Ops Entertainment,3.0
SSX On Tour,XB,2005.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.14,0.81,35.0,0.8099999999999999,10.0,EA Canada,0.0
NCAA College Basketball 2K3,XB,2002.0,Sports,Sega,0.11,0.03,0.0,0.01,0.14,0.84,12.0,0.8400000000000001,5.0,Kush Games,0.0
Victorious Boxers: Revolution,Wii,2007.0,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14,0.59,26.0,0.54,8.0,Cavia Inc.,3.0
Farming Simulator 2013,PS3,2013.0,Simulation,Focus Home Interactive,0.0,0.09,0.02,0.02,0.14,0.4,17.0,0.29,9.0,Giants Software,0.0
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.11,0.0,0.14,0.63,25.0,0.6900000000000001,11.0,Microvision,2.0
Doom,GBA,2001.0,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,0.81,24.0,0.85,15.0,David A. Palmer Productions,3.0
PaRappa The Rapper 2,PS2,2001.0,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,0.67,26.0,0.6599999999999999,26.0,NanaOn-Sha,0.0
NFL Head Coach 09,PS3,2008.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,0.64,12.0,0.71,12.0,EA Tiburon,0.0
Hitman: Blood Money,XB,2006.0,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,0.81,27.0,0.9099999999999999,32.0,Io Interactive,4.0
PANGYA: Fantasy Golf,PSP,2009.0,Sports,Takara Tomy,0.09,0.0,0.04,0.01,0.14,0.77,16.0,0.7,13.0,Ntreev Soft,2.0
Gretzky NHL 06,PSP,2005.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.14,0.65,22.0,0.6799999999999999,4.0,Page 44 Studios,2.0
NFL Blitz 20-03,XB,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.01,0.14,0.72,12.0,0.78,4.0,Point of View,0.0
PaRappa The Rapper,PSP,2006.0,Misc,Sony Computer Entertainment,0.11,0.0,0.02,0.02,0.14,0.67,43.0,0.52,16.0,Epics,0.0
Pirates: The Legend of Black Kat,PS2,2002.0,Adventure,Electronic Arts,0.07,0.05,0.0,0.02,0.14,0.72,24.0,0.79,8.0,Westwood Studios,3.0
Fur Fighters: Viggo's Revenge,PS2,2001.0,Action,Acclaim Entertainment,0.07,0.05,0.0,0.02,0.14,0.64,15.0,0.73,37.0,Bizarre Creations,3.0
Thor: God of Thunder,PS3,2011.0,Action,Sega,0.07,0.05,0.0,0.02,0.14,0.39,35.0,0.44000000000000006,19.0,Liquid Entertainment,3.0
Skylanders Imaginators,PS4,2016.0,Platform,Activision,0.04,0.08,0.0,0.02,0.14,0.8,47.0,0.55,17.0,Toys for Bob,2.0
The Da Vinci Code,PS2,2006.0,Action,Take-Two Interactive,0.07,0.05,0.0,0.02,0.14,0.54,43.0,0.8,24.0,Double Helix Games,3.0
Chicken Shoot,DS,2007.0,Action,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14,0.19,4.0,0.31,7.0,FrontLine Studios,2.0
Dead to Rights,GC,2002.0,Shooter,Electronic Arts,0.11,0.03,0.0,0.0,0.14,0.77,16.0,0.8699999999999999,7.0,Namco,4.0
Scarface: The World is Yours,Wii,2007.0,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,0.71,23.0,0.8400000000000001,29.0,Radical Entertainment,4.0
Top Spin 4,Wii,2011.0,Sports,Take-Two Interactive,0.04,0.08,0.0,0.02,0.14,0.54,8.0,0.74,7.0,2K Games,0.0
Sphinx and the Cursed Mummy,GC,2003.0,Action,THQ,0.11,0.03,0.0,0.0,0.14,0.79,22.0,0.8800000000000001,12.0,Eurocom Entertainment Software,3.0
Cranium Kabookii,Wii,2007.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,0.64,9.0,0.54,13.0,Ubisoft Quebec,0.0
XCOM 2,PS4,2016.0,Strategy,Take-Two Interactive,0.04,0.08,0.0,0.02,0.14,0.88,28.0,0.8,116.0,Firaxis Games,3.0
Pro Evolution Soccer 2015,XOne,2014.0,Sports,Konami Digital Entertainment,0.03,0.1,0.0,0.01,0.14,0.79,9.0,0.73,65.0,Konami,0.0
Destruction Derby Raw,PS,2000.0,Racing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,0.69,9.0,0.73,14.0,Studio 33,0.0
Risen 2: Dark Waters,X360,2012.0,Role-Playing,Deep Silver,0.05,0.08,0.0,0.01,0.14,0.6,18.0,0.6,58.0,Piranha Bytes,4.0
World Tour Soccer 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,0.78,21.0,0.8300000000000001,7.0,SCEE London Studio,0.0
ArmA II,PC,2009.0,Shooter,505 Games,0.0,0.12,0.0,0.02,0.14,0.77,38.0,0.75,589.0,Bohemia Interactive,4.0
Spyro: A Hero's Tail,XB,2004.0,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.14,0.64,17.0,0.9099999999999999,10.0,Eurocom Entertainment Software,0.0
Cities: Skylines,PC,2015.0,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,0.14,0.85,60.0,0.89,1404.0,Colossal Order,0.0
Eternal Poison,PS2,2008.0,Role-Playing,Banpresto,0.07,0.05,0.0,0.02,0.14,0.65,11.0,0.82,9.0,Flight-Plan,3.0
Gungrave: Overdose,PS2,2004.0,Shooter,Play It,0.07,0.05,0.0,0.02,0.14,0.68,50.0,0.8699999999999999,12.0,Seta Corporation,4.0
Metal Slug Anthology,Wii,2006.0,Shooter,Ignition Entertainment,0.12,0.01,0.0,0.01,0.14,0.73,38.0,0.8,22.0,Terminal Reality,3.0
The Orange Box,PC,2007.0,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14,0.96,34.0,0.93,1495.0,Valve Software,4.0
Shovel Knight,3DS,2015.0,Platform,Yacht Club Games,0.08,0.04,0.02,0.01,0.14,0.9,9.0,0.82,225.0,Yacht Club Games,0.0
Power Gig: Rise of the SixString,PS3,2010.0,Misc,Unknown,0.13,0.0,0.0,0.01,0.14,0.36,10.0,0.05,4.0,Seven45 Studios,3.0
Mr. Driller: Drill Spirits,DS,2004.0,Puzzle,Nintendo,0.08,0.0,0.05,0.01,0.14,0.7,35.0,0.89,9.0,Namco,0.0
Baldur's Gate: Dark Alliance,GC,2002.0,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14,0.79,10.0,0.77,22.0,High Voltage Software,3.0
Dream Pinball 3D,Wii,2008.0,Misc,SouthPeak Games,0.1,0.02,0.0,0.01,0.14,0.54,8.0,0.76,7.0,TopWare Interactive,2.0
Star Wars: Knights of the Old Republic,PC,2003.0,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.14,0.93,33.0,0.9,1497.0,BioWare,3.0
The Operative: No One Lives Forever,PS2,2002.0,Shooter,Electronic Arts,0.07,0.05,0.0,0.02,0.14,0.67,23.0,0.8,16.0,Monolith Productions,3.0
Cabela's African Safari,X360,2006.0,Sports,Activision Value,0.13,0.0,0.0,0.01,0.14,0.53,4.0,0.5,8.0,FUN Labs,3.0
Ecco the Dolphin: Defender of the Future,PS2,2002.0,Adventure,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,0.71,17.0,0.85,11.0,Appaloosa Interactive,0.0
Just Cause,X360,2006.0,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,0.73,57.0,0.72,52.0,Avalanche Studios,4.0
X-Blades,X360,2009.0,Action,SouthPeak Games,0.1,0.02,0.02,0.01,0.14,0.5,39.0,0.54,14.0,Gaijin Entertainment,4.0
Odin Sphere: Leifthrasir,PSV,2016.0,Role-Playing,Nippon Ichi Software,0.02,0.02,0.09,0.01,0.14,0.93,5.0,0.79,83.0,Vanillaware,3.0
Homefront: The Revolution,XOne,2016.0,Shooter,Deep Silver,0.06,0.07,0.0,0.01,0.14,0.49,12.0,0.41,106.0,Deep Silver Dambuster Studios,4.0
Godzilla: Save the Earth,XB,2004.0,Fighting,Atari,0.1,0.03,0.0,0.0,0.14,0.63,22.0,0.82,6.0,"Pipeworks Software, Inc.",3.0
TRINITY: Souls of Zill O'll,PS3,2010.0,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,0.14,0.55,34.0,0.62,33.0,Omega Force,3.0
Virtua Tennis 4,Wii,2011.0,Sports,Sega,0.05,0.08,0.0,0.01,0.14,0.65,15.0,0.75,4.0,Sega,0.0
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005.0,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14,0.71,5.0,0.55,6.0,TOSE,2.0
Enclave,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14,0.66,28.0,0.8400000000000001,13.0,Starbreeze,4.0
Wild ARMs XF,PSP,2007.0,Role-Playing,505 Games,0.07,0.0,0.06,0.01,0.14,0.64,22.0,0.6599999999999999,19.0,Media Vision,2.0
7 Days to Die,PS4,2016.0,Action,Telltale Games,0.04,0.08,0.0,0.02,0.14,0.45,16.0,0.5900000000000001,140.0,The Fun Pimps Entertainment LLC,4.0
Rayman Legends,PSV,2014.0,Platform,Ubisoft,0.01,0.1,0.0,0.03,0.14,0.87,8.0,0.8400000000000001,159.0,Ubisoft Montpellier,2.0
Dino Crisis 3,XB,2003.0,Action,Capcom,0.08,0.03,0.03,0.0,0.14,0.51,28.0,0.41,22.0,Capcom,4.0
College Hoops 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,0.82,18.0,0.52,6.0,Visual Concepts,0.0
Risen,PC,2009.0,Role-Playing,Deep Silver,0.0,0.11,0.0,0.02,0.14,0.77,32.0,0.8099999999999999,676.0,Piranha Bytes,4.0
Transformers: Devastation,XOne,2015.0,Action,Activision,0.09,0.04,0.0,0.01,0.14,0.75,25.0,0.79,55.0,PlatinumGames,3.0
The Darkness II,PC,2012.0,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14,0.77,20.0,0.76,448.0,Digital Extremes,4.0
Eragon,X360,2006.0,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,0.48,32.0,0.5700000000000001,24.0,Stormfront Studios,3.0
Dynasty Warriors 7: Empires,PS3,2012.0,Action,Ubisoft Annecy,0.0,0.0,0.14,0.0,0.14,0.63,20.0,0.8,22.0,Omega Force,3.0
Super Puzzle Fighter II Turbo,PS,1996.0,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,0.83,9.0,0.74,5.0,Capcom,0.0
Bejeweled 3,X360,2010.0,Puzzle,Unknown,0.13,0.0,0.0,0.01,0.14,0.78,13.0,0.8400000000000001,11.0,PopCap,0.0
Dead Island Definitive Collection,PS4,2016.0,Action,Deep Silver,0.03,0.07,0.01,0.02,0.14,0.63,32.0,0.64,45.0,Techland,4.0
Blazing Angels 2: Secret Missions of WWII,X360,2007.0,Simulation,Ubisoft,0.11,0.02,0.0,0.01,0.14,0.72,24.0,0.78,12.0,Ubisoft Romania,3.0
Rayman Arena,GC,2002.0,Racing,Ubisoft,0.11,0.03,0.0,0.0,0.14,0.6,10.0,0.72,6.0,Ubisoft,0.0
How to Train Your Dragon,X360,2010.0,Action,Activision,0.11,0.02,0.0,0.01,0.14,0.58,23.0,0.76,10.0,Etranges Libellules,2.0
Battlefield: Hardline,PC,2015.0,Shooter,Electronic Arts,0.0,0.13,0.0,0.01,0.14,0.71,31.0,0.38,773.0,Visceral Games,4.0
Shining Soul,GBA,2002.0,Role-Playing,Atari,0.03,0.01,0.09,0.0,0.14,0.58,13.0,0.85,8.0,Next Entertainment,0.0
Brothers: A Tale of Two Sons,PS4,2015.0,Adventure,505 Games,0.03,0.08,0.0,0.02,0.14,0.81,10.0,0.86,73.0,Starbreeze,3.0
Dead Rising 2,PC,2010.0,Action,Capcom,0.1,0.02,0.0,0.01,0.14,0.78,17.0,0.63,211.0,Blue Castle Games,4.0
Fear Factor: Unleashed,GBA,2004.0,Action,Hip Interactive,0.1,0.04,0.0,0.0,0.14,0.3,15.0,0.3,4.0,DC Studios,3.0
Heroes over Europe,X360,2009.0,Simulation,Ubisoft,0.1,0.02,0.0,0.01,0.14,0.62,39.0,0.8099999999999999,9.0,Transmission Games,3.0
Create,X360,2010.0,Action,Electronic Arts,0.1,0.03,0.0,0.01,0.14,0.6,19.0,0.58,10.0,EA Bright Light,0.0
UEFA Euro 2004: Portugal,PS2,2004.0,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.14,0.76,21.0,0.64,18.0,EA Canada,0.0
Happy Feet,Wii,2006.0,Action,Midway Games,0.12,0.0,0.0,0.01,0.14,0.46,11.0,0.67,16.0,Artificial Mind and Movement,0.0
NBA Jam,XB,2003.0,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,0.68,17.0,0.9099999999999999,7.0,Acclaim,0.0
World Tour Soccer 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,0.77,21.0,0.75,10.0,SCEE London Studio,0.0
NBA Ballers: Chosen One,PS3,2008.0,Sports,Midway Games,0.12,0.0,0.0,0.01,0.14,0.54,23.0,0.65,4.0,Midway,0.0
NCIS,X360,2011.0,Adventure,Ubisoft,0.1,0.02,0.0,0.01,0.14,0.35,11.0,0.47000000000000003,7.0,Ubisoft,3.0
Apex,XB,2003.0,Racing,Atari,0.1,0.03,0.0,0.0,0.14,0.74,26.0,0.9099999999999999,7.0,Milestone S.r.l,0.0
Persona 4: Arena Ultimax,PS3,2014.0,Fighting,Atlus,0.0,0.0,0.13,0.0,0.14,0.84,38.0,0.8099999999999999,85.0,Arc System Works,3.0
Tomb Raider: The Prophecy,GBA,2002.0,Action,Ubisoft,0.1,0.04,0.0,0.0,0.14,0.66,20.0,0.8800000000000001,13.0,Ubisoft Milan,3.0
Vampire Night,PS2,2001.0,Shooter,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,0.65,18.0,0.8,5.0,Wow Entertainment,3.0
Valhalla Knights: Eldar Saga,Wii,2009.0,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14,0.35,17.0,0.67,19.0,"K2, Kurogane",3.0
World Championship Poker 2: Featuring Howard Lederer,PSP,2005.0,Misc,505 Games,0.12,0.0,0.0,0.01,0.14,0.65,17.0,0.27999999999999997,17.0,Crave,3.0
BIT.TRIP SAGA,3DS,2011.0,Misc,Rising Star Games,0.09,0.04,0.0,0.01,0.14,0.75,21.0,0.78,24.0,Gaijin Games,0.0
Metal Slug 7,DS,2008.0,Shooter,Ignition Entertainment,0.12,0.0,0.01,0.01,0.14,0.7,38.0,0.74,13.0,SNK Playmore,3.0
Call of Duty: Infinite Warfare,PC,2016.0,Shooter,Activision,0.04,0.08,0.0,0.01,0.14,0.73,16.0,0.3,440.0,Infinity Ward,4.0
MotoGP '06,X360,2006.0,Racing,THQ,0.11,0.01,0.0,0.01,0.14,0.8,50.0,0.77,13.0,"Climax Group, Climax Studios",0.0
G.I. Joe: The Rise of Cobra,DS,2009.0,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.14,0.47,16.0,0.75,4.0,Backbone Entertainment,2.0
Salt Lake 2002,PS2,2002.0,Sports,Eidos Interactive,0.07,0.05,0.0,0.02,0.14,0.49,11.0,0.35,6.0,Attention To Detail,0.0
Gladius,XB,2003.0,Strategy,Activision,0.1,0.03,0.0,0.0,0.14,0.79,31.0,0.85,22.0,LucasArts,3.0
Legends of Wrestling,XB,2002.0,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,0.65,10.0,0.58,4.0,Acclaim,3.0
Magnetica,DS,2006.0,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14,0.68,33.0,0.8099999999999999,11.0,Mitchell,0.0
Red Orchestra 2: Heroes of Stalingrad,PC,2011.0,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,0.14,0.76,49.0,0.73,729.0,Tripwire Interactive,4.0
Your Shape: Fitness Evolved 2013,WiiU,2012.0,Action,Ubisoft,0.06,0.07,0.0,0.01,0.13,0.76,8.0,0.63,16.0,Blue Byte,2.0
James Bond 007: Nightfire,GBA,2003.0,Shooter,Electronic Arts,0.1,0.04,0.0,0.0,0.13,0.66,6.0,0.8099999999999999,9.0,JV Games Inc.,3.0
Castlevania Chronicles,PS,2001.0,Platform,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13,0.69,16.0,0.7,13.0,Konami,3.0
King Arthur,PS2,2004.0,Action,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,0.59,22.0,0.8,10.0,Krome Studios,3.0
FIFA Street 2,PSP,2006.0,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.13,0.58,6.0,0.6900000000000001,17.0,EA Canada,0.0
The Guy Game,PS2,2004.0,Misc,Gathering of Developers,0.07,0.05,0.0,0.02,0.13,0.48,20.0,0.67,13.0,Top Heavy Studios,4.0
Blade II,XB,2002.0,Action,Activision,0.1,0.03,0.0,0.0,0.13,0.53,20.0,0.4,4.0,Mucky Foot Productions,4.0
Rogue Warrior,PS3,2009.0,Shooter,Bethesda Softworks,0.11,0.01,0.0,0.01,0.13,0.27,24.0,0.27999999999999997,66.0,Rebellion,4.0
Baseball Advance,GBA,2002.0,Sports,Sega,0.1,0.04,0.0,0.0,0.13,0.8,16.0,0.78,5.0,Smilebit,0.0
Nitrobike,Wii,2008.0,Racing,Ubisoft,0.11,0.01,0.0,0.01,0.13,0.49,22.0,0.71,7.0,Left Field Productions,2.0
Hulk Hogan's Main Event,X360,2011.0,Fighting,505 Games,0.1,0.02,0.0,0.01,0.13,0.26,4.0,0.22000000000000003,20.0,Panic Button,3.0
Retro Atari Classics,DS,2005.0,Misc,Atari,0.12,0.0,0.0,0.01,0.13,0.51,17.0,0.37,7.0,Taniko,0.0
Need for Speed Underground 2,DS,2005.0,Racing,Electronic Arts,0.11,0.02,0.0,0.01,0.13,0.65,13.0,0.7,25.0,EA Canada,0.0
Ys: The Ark of Napishtim,PS2,2005.0,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,0.72,35.0,0.8800000000000001,14.0,Falcom,3.0
Divinity II: The Dragon Knight Saga,X360,2010.0,Role-Playing,Focus Home Interactive,0.11,0.02,0.0,0.01,0.13,0.72,13.0,0.78,50.0,Larian Studios,4.0
NHL 2K8,X360,2007.0,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13,0.71,43.0,0.74,16.0,Kush Games,2.0
Puzzle Kingdoms,DS,2009.0,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13,0.64,12.0,0.63,4.0,Infinite Interactive,2.0
Life is Strange,XOne,2016.0,Adventure,Square Enix,0.09,0.03,0.0,0.01,0.13,0.85,4.0,0.8699999999999999,123.0,DONTNOD Entertainment,4.0
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008.0,Role-Playing,Atlus,0.07,0.05,0.0,0.02,0.13,0.79,23.0,0.8699999999999999,26.0,Atlus Co.,4.0
X-Blades,PS3,2009.0,Action,SouthPeak Games,0.07,0.03,0.02,0.01,0.13,0.5,31.0,0.5900000000000001,15.0,Gaijin Entertainment,4.0
Army Men: Green Rogue,PS2,2001.0,Action,3DO,0.06,0.05,0.0,0.02,0.13,0.39,13.0,0.38,4.0,3DO,3.0
Chessmaster,XB,2004.0,Misc,Ubisoft,0.1,0.03,0.0,0.0,0.13,0.79,12.0,0.9,6.0,Ubisoft,0.0
Peter Jackson's King Kong: The Official Game of the Movie,DS,2005.0,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13,0.28,5.0,0.32,32.0,Ubisoft Casablanca,3.0
Superman: The Man of Steel,XB,2002.0,Action,Atari,0.1,0.03,0.0,0.0,0.13,0.44,19.0,0.6,11.0,Circus Freak,3.0
Kororinpa: Marble Mania,Wii,2006.0,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.13,0.69,39.0,0.8699999999999999,21.0,Hudson,0.0
NHL 2003,GC,2002.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13,0.79,13.0,0.63,4.0,EA Sports,0.0
Chicken Run,PS,2000.0,Adventure,Eidos Interactive,0.07,0.05,0.0,0.01,0.13,0.75,7.0,0.62,6.0,Blitz Games,0.0
Fatal Inertia,X360,2007.0,Racing,Tecmo Koei,0.12,0.0,0.0,0.01,0.13,0.61,30.0,0.42000000000000004,19.0,Koei,2.0
Phantom Brave: We Meet Again,Wii,2009.0,Role-Playing,Nippon Ichi Software,0.12,0.0,0.01,0.01,0.13,0.76,12.0,0.71,15.0,Nippon Ichi Software,3.0
WWE Survivor Series,GBA,2004.0,Fighting,THQ,0.09,0.04,0.0,0.0,0.13,0.55,12.0,0.82,5.0,Natsume,3.0
Kung-Fu: High Impact,X360,2011.0,Action,Black Bean Games,0.08,0.05,0.0,0.01,0.13,0.56,18.0,0.78,20.0,Virtual Air Guitar Company,3.0
Tomb Raider: Legend,XB,2006.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13,0.82,40.0,0.72,13.0,Crystal Dynamics,3.0
Ninjatown,DS,2008.0,Strategy,SouthPeak Games,0.12,0.0,0.0,0.01,0.13,0.8,40.0,0.8300000000000001,21.0,"Venan Entertainment, Cashmere Prod.",0.0
Warcraft III: Reign of Chaos,PC,2002.0,Strategy,Vivendi Games,0.03,0.09,0.0,0.02,0.13,0.92,40.0,0.9099999999999999,1023.0,Blizzard Entertainment,3.0
Frogger Beyond,GC,2002.0,Platform,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13,0.6,6.0,0.72,5.0,Konami,0.0
RPG Maker II,PS2,2002.0,Role-Playing,Enterbrain,0.06,0.05,0.0,0.02,0.13,0.65,9.0,0.8800000000000001,77.0,Kuusou Kagaku,0.0
Alone in the Dark: Inferno,PS3,2008.0,Adventure,Atari,0.09,0.03,0.0,0.02,0.13,0.69,25.0,0.5599999999999999,50.0,Eden Studios,4.0
Gravity Rush Remastered,PS4,2015.0,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13,0.8,62.0,0.82,153.0,Bluepoint Games,3.0
Destruction Derby Arenas,PS2,2004.0,Racing,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,0.57,27.0,0.78,14.0,Studio 33,3.0
Dengeki Bunko Fighting Climax,PSV,2014.0,Fighting,Sega,0.04,0.0,0.08,0.01,0.13,0.75,7.0,0.85,28.0,Sega,3.0
MLB Power Pros 2008,Wii,2008.0,Sports,Konami Digital Entertainment,0.11,0.0,0.01,0.01,0.13,0.79,16.0,0.8699999999999999,21.0,Konami,0.0
Rumble Roses XX,X360,2006.0,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13,0.62,54.0,0.6599999999999999,28.0,Konami,4.0
Total War: WARHAMMER,PC,2016.0,Strategy,Sega,0.0,0.12,0.0,0.01,0.13,0.86,77.0,0.73,556.0,Creative Assembly,3.0
Shaman King: Power of Spirit,PS2,2004.0,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.13,0.54,9.0,0.82,17.0,WinkySoft,3.0
Anno 1701: Dawn of Discovery,DS,2007.0,Simulation,Touchstone,0.07,0.05,0.0,0.01,0.13,0.78,14.0,0.75,19.0,Sunflowers Interactive,0.0
The BIGS 2,PS3,2009.0,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,0.13,0.8,18.0,0.76,16.0,Blue Castle Games,2.0
LEGO Legends of Chima: Laval's Journey,PSV,2013.0,Adventure,Warner Bros. Interactive Entertainment,0.01,0.09,0.0,0.03,0.13,0.64,5.0,0.6599999999999999,8.0,TT Games,2.0
Dead to Rights: Reckoning,PSP,2005.0,Shooter,Electronic Arts,0.12,0.0,0.0,0.01,0.13,0.54,26.0,0.72,22.0,Rebellion,4.0
NBA 08,PS3,2007.0,Sports,Sony Computer Entertainment,0.12,0.0,0.0,0.01,0.13,0.63,37.0,0.6,4.0,SCEA San Diego Studios,0.0
Mission: Impossible - Operation Surma,XB,2003.0,Platform,Atari,0.1,0.03,0.0,0.0,0.13,0.67,27.0,0.6799999999999999,4.0,Paradigm Entertainment,3.0
Legendary,PS3,2008.0,Shooter,Atari,0.08,0.03,0.0,0.02,0.13,0.5,31.0,0.71,31.0,Spark Unlimited,4.0
Batman: Arkham Knight,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,0.7,14.0,0.25,1967.0,"Rocksteady Studios, Iron Galaxy Studios",4.0
Disney's Kim Possible: Kimmunicator,DS,2005.0,Platform,Disney Interactive Studios,0.11,0.01,0.0,0.01,0.13,0.61,14.0,0.75,4.0,Artificial Mind and Movement,0.0
Mega Man Anniversary Collection,XB,2005.0,Platform,Capcom,0.1,0.03,0.0,0.0,0.13,0.8,12.0,0.9199999999999999,5.0,Atomic Planet Entertainment,0.0
Diablo II,PC,2000.0,Role-Playing,Havas Interactive,0.01,0.1,0.0,0.02,0.13,0.88,34.0,0.8800000000000001,1056.0,Blizzard North,4.0
F1 2011,PSV,2011.0,Racing,Codemasters,0.03,0.07,0.01,0.02,0.13,0.66,27.0,0.62,25.0,Codemasters,0.0
Drakengard 2,PS2,2005.0,Role-Playing,Ubisoft,0.06,0.05,0.0,0.02,0.13,0.58,34.0,0.55,49.0,Cavia Inc.,4.0
Sonic Riders,XB,2006.0,Racing,Sega,0.1,0.03,0.0,0.0,0.13,0.56,33.0,0.8099999999999999,7.0,Sonic Team,0.0
Shrek Super Party,XB,2002.0,Misc,TDK Mediactive,0.1,0.03,0.0,0.0,0.13,0.33,9.0,0.8,11.0,Mass Media,0.0
Venetica,X360,2010.0,Role-Playing,DTP Entertainment,0.09,0.03,0.0,0.01,0.13,0.42,14.0,0.73,18.0,Deck 13,3.0
Persona 4: Arena,X360,2012.0,Fighting,Atlus,0.08,0.01,0.03,0.01,0.13,0.83,21.0,0.73,60.0,Arc System Works,3.0
Street Fighter IV,PC,2009.0,Fighting,Capcom,0.07,0.05,0.0,0.02,0.13,0.91,23.0,0.8,352.0,Capcom,3.0
Cabela's Alaskan Adventure,X360,2006.0,Sports,Activision,0.12,0.0,0.0,0.01,0.13,0.48,11.0,0.5599999999999999,17.0,FUN Labs,3.0
Heroes of the Pacific,XB,2005.0,Simulation,Codemasters,0.1,0.03,0.0,0.0,0.13,0.76,33.0,0.82,5.0,IR Gurus Interactive Ltd.,3.0
RollerCoaster Tycoon,XB,2003.0,Strategy,Atari,0.1,0.03,0.0,0.0,0.13,0.62,8.0,0.8300000000000001,12.0,Atari,0.0
NightCaster,XB,2002.0,Action,Microsoft Game Studios,0.1,0.03,0.0,0.0,0.13,0.61,27.0,0.5700000000000001,7.0,Jaleco Entertainment,3.0
FIFA World Cup Germany 2006,GC,2006.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13,0.76,17.0,0.62,5.0,EA Canada,0.0
Hitman 2: Silent Assassin,GC,2003.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13,0.83,17.0,0.55,8.0,Io Interactive,4.0
Ape Escape 3,PS2,2005.0,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,0.77,51.0,0.85,22.0,SCE Japan Studio,2.0
